SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,0 Five Mile,Northville,MI,48167,362500,,,Salem Twp,,435600,,540,,,Active,,,https://www.redfin.com/MI/Northville/0-Five-Mile-48167/home/183022428,MiRealSource-MiMLS,40200745,N,Y,42.4366,-83.4938
MLS Listing,,Vacant Land,Parcel 3 Hickory Ridge Ln,Northville,MI,48167,299000,,,Northville (Oakland County),,101494,,553,,,Active,,,https://www.redfin.com/MI/Salem-Township/Parcel-3-Hickory-Ridge-Rd-48167/home/178231563,REALCOMP,2210052179,N,Y,42.426475,-83.576626
MLS Listing,,Vacant Land,Parcel 4B Hickory Ridge Ln,Northville,MI,48167,290000,,,Northville (Oakland County),,117176,,553,,,Active,,,https://www.redfin.com/MI/Salem-Township/Parcel-4B-Hickory-Ridge-Rd-48167/home/178231650,REALCOMP,2210052170,N,Y,42.426213,-83.577124
MLS Listing,,Vacant Land,Parcel 4D Hickory Ridge Ln,Northville,MI,48167,289000,,,Northville (Oakland County),,130680,,553,,,Active,,,https://www.redfin.com/MI/Salem-Township/Parcel-4D-Hickory-Ridge-Rd-48167/home/178231567,REALCOMP,2210052182,N,Y,42.426764,-83.576735
MLS Listing,,Vacant Land,549 Dubuar St,Northville,MI,48167,675000,,,Northville (Wayne County),,18295,,574,,,Active,,,https://www.redfin.com/MI/Northville/549-Dubuar-St-48167/home/183352650,REALCOMP,2210046328,N,Y,42.4325457,-83.4918123
MLS Listing,,Vacant Land,551 Dubuar St,Northville,MI,48167,675000,,,Northville (Wayne County),,18295,,574,,,Active,,,https://www.redfin.com/MI/Northville/551-Dubuar-St-48167/home/183352684,REALCOMP,2210046336,N,Y,42.4325447,-83.4918186
MLS Listing,,Single Family Residential,6002 Seven Mile Rd,Salem Twp,MI,48167,1650000,4,3.5,Salem Twp,3350,970516,2021,654,493,,Active,,,https://www.redfin.com/MI/Salem-Twp/6002-Seven-Mile-RD-48167/home/174796542,REALCOMP,2210020854,N,Y,42.4366,-83.4938
MLS Listing,,Vacant Land,7440 Six Mile Rd,Salem Twp,MI,48167,146900,,,Salem Twp,,150282,,661,,,Active,,,https://www.redfin.com/MI/Salem-Twp/7440-Six-Mile-RD-48167/home/160713587,REALCOMP,2210018868,N,Y,42.403846,-83.616683
MLS Listing,,Vacant Land,0000 Six Mile,Salem,MI,48175,69900,,,Salem Twp,,108900,,747,,,Active,,,https://www.redfin.com/MI/Salem/0000-Six-Mile-48175/home/183026271,MiRealSource-MiMLS,21562225,N,Y,42.4057675,-83.5777875
MLS Listing,,Single Family Residential,22707 Novi,Northville,MI,48167,798000,3,2.5,Novi,1954,17424,2023,791,408,,Active,,,https://www.redfin.com/MI/Northville/22707-Novi-48167/home/181160165,MiRealSource-MiMLS,40121567,N,Y,42.4366,-83.4937
MLS Listing,,Vacant Land,9155 6 Mile Rd,Salem Twp,MI,48168,2700000,,,Salem Twp,,8472420,,931,,,Active,,,https://www.redfin.com/MI/Northville/9155-6-Mile-Rd-48168/home/59344718,REALCOMP,2200048041,N,Y,42.40623747,-83.58569965
